time,commits_tot,pending_tx_rate,reject_tot,block_num_tot,msg_sent_rate,blocks_count,pending_tx_tot,tx_in_process_rate,rest_api_batch_rate,commits_rate,msg_receive_rate,tx_exec_rate,reject_rate,block_num_rate,test_name
1631594050,1304.125,6.2375,0.0,278.8333333333333,264.8,278.9166666666667,116.0,1.7000000000000002,6.920000000000001,19.208333333333332,2600.8666666666663,17.881249999999998,0.0,0.6208333333333333,30tps|8_nodes
1631594060,1502.2083333333333,5.733333333333333,0.0,284.4166666666667,264.3666666666667,284.6666666666667,173.33333333333334,1.7000000000000002,9.123333333333335,19.808333333333334,2612.066666666667,23.035416666666666,0.0,0.5583333333333333,30tps|8_nodes
1631594070,1694.75,6.620833333333334,0.0,290.25,257.53333333333336,290.5416666666667,239.54166666666666,0.9,11.35333333333333,19.254166666666666,2576.266666666667,22.885416666666668,0.0,0.5833333333333334,30tps|8_nodes
1631594080,1874.875,8.883333333333333,0.0,297.0416666666667,254.5,297.25,328.375,0.6333333333333333,13.549999999999999,18.0125,2496.6,21.31458333333333,0.0,0.6791666666666667,30tps|8_nodes
1631594090,2047.1666666666667,7.8625,0.0,303.7083333333333,260.8666666666667,303.875,407.0,0.5333333333333333,15.773333333333335,17.229166666666668,2549.9666666666667,20.797916666666666,0.0,0.6666666666666666,30tps|8_nodes
1631594100,2245.375,5.7625,0.0,308.9583333333333,252.0,309.0833333333333,464.625,1.5999999999999999,17.959999999999997,19.82083333333333,2565.2999999999997,21.947916666666668,0.0,0.525,30tps|8_nodes
1631594110,2431.9166666666665,7.2749999999999995,0.0,314.5,251.00000000000003,314.7916666666667,537.375,1.5999999999999999,20.24666666666667,18.654166666666665,2537.4666666666667,22.258333333333336,0.0,0.5541666666666666,30tps|8_nodes
1631594120,2615.0416666666665,7.7375,0.0,320.5,250.20000000000002,320.6666666666667,614.75,1.4666666666666668,22.819999999999997,18.3125,2514.866666666667,21.520833333333332,0.0,0.6,30tps|8_nodes
1631594130,2789.75,8.7875,0.0,326.75,247.53333333333333,327.0833333333333,702.625,1.4666666666666668,25.396666666666658,17.47083333333333,2484.8333333333335,20.677083333333332,0.0,0.625,30tps|8_nodes
1631594140,2965.2083333333335,8.158333333333333,0.0,332.8333333333333,243.63333333333335,333.0416666666667,784.2083333333334,1.4333333333333336,25.760000000000005,17.54583333333333,2473.633333333333,20.20625,0.0,0.6083333333333334,30tps|8_nodes
1631594150,3134.4583333333335,8.7125,0.0,338.8333333333333,245.26666666666665,339.0416666666667,871.3333333333334,1.3,25.766666666666666,16.925,2477.8333333333335,20.297916666666666,0.0,0.6,30tps|8_nodes
1631594160,3301.75,8.554166666666665,0.0,344.4583333333333,236.6,344.6666666666667,956.875,0.9333333333333332,25.766666666666666,16.729166666666668,2451.0333333333333,20.208333333333332,0.0,0.5625,30tps|8_nodes
1631594170,3482.625,8.079166666666667,0.0,349.8333333333333,235.5,350.0833333333333,1037.6666666666667,0.7666666666666666,25.72333333333333,18.087500000000002,2455.2666666666664,20.133333333333333,0.0,0.5375,30tps|8_nodes
1631594180,3653.6666666666665,7.3125,0.0,354.2083333333333,228.79999999999998,354.4166666666667,1110.7916666666667,1.5,25.756666666666675,17.104166666666668,2467.333333333333,20.710416666666667,0.0,0.4375,30tps|8_nodes
1631594190,3834.5833333333335,9.633333333333333,0.0,359.8333333333333,231.1,360.0416666666667,1207.125,1.3999999999999997,25.72666666666666,18.091666666666665,2417.6,20.26875,0.0,0.5624999999999999,30tps|8_nodes
1631594200,3999.125,9.575,0.0,365.5,230.86666666666667,365.7916666666667,1302.875,1.633333333333333,25.733333333333366,16.454166666666666,2404.5666666666666,19.289583333333333,0.0,0.5666666666666667,30tps|8_nodes
1631594210,4165.041666666667,8.895833333333334,0.0,370.7083333333333,227.36666666666667,370.875,1391.8333333333333,0.6666666666666666,25.733333333333338,16.59166666666667,2414.933333333333,19.416666666666668,0.0,0.5208333333333334,30tps|8_nodes
1631594220,4328.916666666667,9.866666666666665,0.0,376.25,223.80000000000004,376.3333333333333,1490.5,1.5666666666666667,25.726666666666645,16.3875,2382.933333333333,19.085416666666667,0.0,0.5541666666666666,30tps|8_nodes
1631594230,4486.833333333333,9.025,0.0,381.2916666666667,223.66666666666666,381.5,1580.75,2.066666666666667,25.74333333333334,15.791666666666666,2395.0333333333333,18.908333333333335,0.0,0.5041666666666668,30tps|8_nodes
1631594240,4654.958333333333,9.354166666666666,0.0,385.8333333333333,217.5,386.0416666666667,1674.2916666666667,2.066666666666667,25.76000000000001,16.8125,2387.633333333333,19.397916666666664,0.0,0.45416666666666666,30tps|8_nodes
1631594250,4821.916666666667,9.270833333333334,0.0,390.4166666666667,214.0666666666667,390.625,1767.0,1.1666666666666667,25.75,16.695833333333336,2359.933333333333,19.275000000000002,0.0,0.4583333333333333,30tps|8_nodes
1631594260,4978.083333333333,10.225,0.0,395.375,211.0333333333333,395.4583333333333,1869.25,1.8666666666666665,25.729999999999958,15.616666666666667,2334.1,18.495833333333334,0.0,0.4958333333333333,30tps|8_nodes
1631594270,5134.035714285715,9.532142857142858,0.0,399.5416666666667,208.5666666666667,399.6726190476191,1964.5714285714287,1.3333333333333333,25.760000000000037,15.595238095238104,2348.0333333333333,20.209226190476194,0.0,0.4166666666666667,30tps|8_nodes
1631594280,5285.541666666667,9.404761904761896,0.0,403.56547619047615,155.36666666666667,403.7916666666667,2058.6190476190477,0.9,25.726666666666674,15.15059523809523,1878.4333333333334,17.628571428571423,0.0,0.40238095238095184,30tps|8_nodes
1631594290,5438.708333333333,10.258928571428578,0.0,407.875,638.2333333333333,408.0833333333333,2161.2083333333335,0.9666666666666668,25.753333333333345,15.316666666666668,5567.333333333333,15.41785714285714,0.0,0.4309523809523815,30tps|8_nodes
1631594300,5592.875,10.183333333333334,0.0,412.4583333333333,206.63333333333333,412.625,2263.0416666666665,0.6,25.73999999999999,15.416666666666666,2320.933333333334,18.04226190476191,0.0,0.4583333333333333,30tps|8_nodes
1631594310,5740.166666666667,11.5875,0.0,417.2083333333333,198.16666666666666,417.4166666666667,2378.9166666666665,1.0666666666666667,25.74333333333334,14.729166666666666,2255.233333333333,17.349999999999998,0.0,0.47500000000000003,30tps|8_nodes
1631594320,5881.958333333333,11.433333333333332,0.0,422.2916666666667,206.0,422.4583333333333,2493.25,0.7333333333333334,25.783333333333303,14.179166666666667,2293.133333333333,16.916666666666668,0.0,0.5083333333333334,30tps|8_nodes
1631594330,6021.666666666667,11.85,0.0,427.2916666666667,200.20000000000002,427.4166666666667,2611.75,1.2333333333333332,25.71666666666667,13.970833333333333,2260.3666666666663,16.84375,0.0,0.5,30tps|8_nodes
1631594340,6163.041666666667,11.854166666666666,0.0,432.1666666666667,195.5666666666667,432.375,2730.2916666666665,1.2333333333333332,25.690000000000026,14.137499999999998,2235.233333333333,16.34375,0.0,0.4875,30tps|8_nodes
1631594350,6307.625,11.450000000000001,0.0,436.75,193.69999999999996,436.875,2844.7916666666665,1.7666666666666666,25.716666666666637,14.458333333333334,2240.933333333333,16.302083333333332,0.0,0.4583333333333333,30tps|8_nodes
1631594360,6452.083333333333,11.133333333333335,0.0,440.9166666666667,194.23333333333332,441.0416666666667,2956.125,0.5333333333333333,25.733333333333363,14.445833333333333,2266.266666666667,16.81875,0.0,0.4166666666666667,30tps|8_nodes
1631594370,6601.5,10.933333333333332,0.0,445.1666666666667,194.76666666666665,445.2916666666667,3065.4583333333335,1.0,25.71666666666667,14.941666666666668,2263.5333333333333,17.147916666666667,0.0,0.42500000000000004,30tps|8_nodes
1631594380,6748.708333333333,11.366666666666665,0.0,449.2083333333333,190.30000000000004,449.375,3179.125,1.0,25.71666666666667,14.720833333333333,2241.6666666666665,16.99791666666667,0.0,0.4041666666666666,30tps|8_nodes
1631594390,6876.708333333333,12.241666666666667,0.0,454.1666666666667,192.5333333333333,454.25,3301.5416666666665,1.8666666666666665,25.720000000000013,12.799999999999999,2213.4,16.272916666666664,0.0,0.49583333333333335,30tps|8_nodes
1631594400,7019.583333333333,12.074999999999998,0.0,458.125,181.76666666666665,458.2916666666667,3422.2916666666665,1.8333333333333333,25.740000000000027,14.2875,2201.233333333333,15.810416666666669,0.0,0.3958333333333333,30tps|8_nodes
1631594410,7152.5,12.554166666666667,0.0,462.7083333333333,187.83333333333334,462.8333333333333,3547.8333333333335,2.433333333333333,25.723333333333358,13.291666666666666,2210.6666666666665,15.839583333333332,0.0,0.4583333333333333,30tps|8_nodes
1631594420,7298.541666666667,10.733333333333334,0.0,467.2916666666667,197.63333333333335,467.5,3655.1666666666665,2.033333333333333,25.53333333333333,14.604166666666666,2181.2000000000003,16.33125,0.0,0.4583333333333333,30tps|8_nodes
1631594430,7495.625,10.733333333333334,0.0,475.0416666666667,294.1666666666667,475.2916666666667,3503.5416666666665,1.0333333333333334,23.143333333333246,19.708333333333332,1549.7,20.235416666666666,0.0,0.775,30tps|8_nodes
1631594440,7706.875,10.733333333333334,0.0,483.1666666666667,309.06666666666666,483.625,3296.3333333333335,0.16666666666666666,20.579999999999988,21.125,1473.0333333333335,24.133333333333336,0.0,0.8125,30tps|8_nodes
1631594450,7909.5,10.733333333333334,0.0,491.6666666666667,305.53333333333336,491.875,3090.125,1.1333333333333335,17.98000000000005,20.2625,1441.2333333333333,24.287499999999998,0.0,0.85,30tps|8_nodes
1631594460,8109.125,10.733333333333334,0.0,499.9166666666667,305.3,500.3333333333333,2891.1666666666665,1.1333333333333335,15.413333333333322,19.962500000000002,1443.0666666666666,23.947916666666668,0.0,0.8250000000000001,30tps|8_nodes
1631594470,8313.833333333334,10.733333333333334,0.0,507.9583333333333,299.0,508.3333333333333,2686.875,0.3,12.85,20.470833333333335,1418.966666666667,23.90416666666667,0.0,0.8041666666666666,30tps|8_nodes
1631594480,8516.791666666666,10.733333333333334,0.0,516.3333333333334,295.93333333333334,516.4583333333334,2486.4583333333335,1.1666666666666667,10.286666666666678,20.29583333333333,1390.2333333333333,23.295833333333334,0.0,0.8374999999999999,30tps|8_nodes
1631594490,8706.291666666666,10.733333333333334,0.0,524.2916666666666,295.3333333333333,524.6666666666666,2296.125,0.9666666666666667,7.6900000000000235,18.95,1399.0333333333335,23.070833333333336,0.0,0.7958333333333334,30tps|8_nodes
1631594500,8917.75,10.733333333333334,0.0,532.0,302.7,532.2083333333334,2083.4166666666665,1.0999999999999999,5.106666666666631,21.145833333333332,1455.9666666666665,24.006249999999998,0.0,0.7708333333333334,30tps|8_nodes
1631594510,9115.0,10.733333333333334,0.0,540.375,293.93333333333334,540.5,1880.5833333333333,0.5333333333333333,2.559999999999976,19.725,1374.9333333333334,23.660416666666663,0.0,0.8375,30tps|8_nodes
1631594520,9301.333333333334,10.733333333333334,0.0,548.25,287.8666666666666,548.6666666666666,1695.375,0.7666666666666666,0.1366666666666788,18.633333333333333,1358.5333333333333,22.53333333333333,0.0,0.7875000000000001,30tps|8_nodes
1631594530,9495.125,10.733333333333334,0.0,556.4166666666666,285.4666666666667,556.5416666666666,1510.875,1.2333333333333334,0.0,19.379166666666666,1335.5666666666668,22.18541666666667,0.0,0.8166666666666668,30tps|8_nodes
1631594540,9678.291666666666,10.733333333333334,0.0,564.5416666666666,281.7666666666667,564.5833333333334,1324.125,1.9333333333333336,0.0,18.316666666666666,1315.7666666666667,21.683333333333337,0.0,0.8125,30tps|8_nodes
1631594550,9856.958333333334,10.733333333333334,0.0,572.5833333333334,282.2,572.7083333333334,1147.875,1.9333333333333336,0.0,17.866666666666667,1317.8,21.520833333333332,0.0,0.8041666666666667,30tps|8_nodes
1631594560,10037.125,10.733333333333334,0.0,580.6666666666666,282.46666666666664,581.0,967.2083333333334,1.5666666666666667,0.0,18.01666666666667,1314.5333333333333,21.522916666666664,0.0,0.8083333333333332,30tps|8_nodes
1631594570,10220.416666666666,10.733333333333334,0.0,589.0416666666666,280.93333333333334,589.1666666666666,782.3333333333334,1.1666666666666667,0.0,18.329166666666666,1296.7,21.237499999999997,0.0,0.8375,30tps|8_nodes
1631594580,10392.458333333334,10.733333333333334,0.0,596.75,275.6666666666667,597.0416666666666,603.125,1.0333333333333334,0.0,17.204166666666666,1295.3000000000002,21.156249999999996,0.0,0.7708333333333334,30tps|8_nodes
